19	3311636	3311974	2	2	1	1	0	25
19	3312145	3314810	2	2	1	1	0	50
19	3333172	3334759	1	1	1	42	7	58
19	3334818	3335309	1	1	1	39	9	61
19	3335396	3336874	1	1	1	48	10	73
19	3337039	3337702	1	1	1	35	1	53
19	3337756	3338983	1	1	1	40	1	53
19	3339088	3340976	1	1	1	44	0	66
19	3373375	3399188	1	1	1	5	0	12
19	3383816	3399188	1	1	1	3	0	50
19	3399343	3402484	1	1	1	12	0	69
19	3402625	3406316	1	1	1	13	0	63
19	3406489	3408175	1	1	1	17	0	62
19	3408278	3412084	1	1	1	17	0	67
19	3412223	3414477	1	1	1	17	0	72
19	3414556	3415674	1	1	1	19	1	65
19	3415783	3416329	1	1	1	21	0	61
19	3416418	3418854	1	1	1	26	1	71
19	3419051	3420706	1	1	1	18	1	72
19	3420896	3421571	1	1	1	25	3	68
19	3421678	3425092	1	1	1	15	4	72
19	3425210	3426410	1	1	1	8	3	70
19	3426576	3428367	1	1	1	6	3	73
19	3428503	3430016	1	1	1	21	1	73
19	3430170	3431609	1	1	1	27	1	73
19	3431724	3431931	1	1	1	15	0	75
19	3432025	3433754	1	1	1	21	0	70
19	3434269	3435447	1	1	1	1	0	62
19	3507052	3509360	2	2	1	9	1	67
19	3509481	3514544	2	2	1	9	1	74
19	3514696	3516492	2	2	1	4	1	67
19	3516600	3517140	2	2	1	6	0	73
19	3517295	3519640	2	2	1	7	0	74
19	3519763	3520970	2	2	1	4	0	44
19	3521102	3521978	2	2	1	7	0	55
19	3522034	3523768	2	2	1	8	0	55
19	3523849	3528277	2	2	1	2	0	52
19	3523867	3528277	2	2	1	4	0	48
19	3523867	3534830	2	2	1	1	0	29
19	3528365	3534830	2	2	1	3	0	58
19	3534917	3536975	2	2	1	4	0	55
19	3537092	3540773	2	2	1	1	0	19
19	3540839	3542365	2	2	1	2	0	65
19	3542516	3543885	2	2	1	3	0	67
19	3544039	3546521	2	2	1	5	0	49
19	3546652	3557241	2	2	1	4	0	74
19	3557356	3561928	2	2	1	7	0	69
19	3562042	3564653	2	2	1	7	0	66
19	3564720	3568244	2	2	1	6	0	31
19	3568383	3571733	2	2	1	5	0	62
19	3571921	3576701	2	2	1	4	0	74
19	3576935	3594107	2	2	1	4	0	66
19	3576935	3625640	2	2	1	2	0	73
19	3577676	3594107	2	2	1	1	0	43
19	3594256	3625640	2	2	1	6	0	64
19	3635292	3636382	2	2	1	2	0	21
19	3636481	3640973	2	2	1	1	0	35
19	3641114	3641615	2	2	1	2	0	24
19	3641853	3643515	2	2	1	2	0	54
19	3643627	3647243	2	2	1	4	0	73
19	3647481	3650672	2	2	1	4	1	46
19	3650799	3652234	2	2	1	5	1	57
19	3652445	3654001	2	2	1	6	0	60
19	3654193	3655285	2	2	1	2	0	31
19	3655495	3660038	2	4	1	2	0	62
